,Price,Distance,Zipcode,#Bedroom,#Bathroom,#-Car Garage,Lot_size,Property_count,Suburb_indexed,Type_indexed,Region_name_indexed
63,1170000.0,5.7,3078.0,3.0,1.0,1.0,268.0,2211.0,114.0,0.0,1.0
64,1410000.0,5.9,3032.0,3.0,2.0,2.0,459.0,6567.0,24.0,0.0,2.0
65,2050000.0,11.0,3147.0,3.0,3.0,4.0,310.0,3052.0,62.0,2.0,0.0
66,550000.0,10.5,3034.0,2.0,1.0,2.0,158.0,4502.0,53.0,2.0,2.0
67,730000.0,9.7,3103.0,2.0,1.0,1.0,130.0,5682.0,31.0,1.0,0.0
68,1310000.0,13.9,3165.0,4.0,2.0,2.0,606.0,10969.0,1.0,0.0,0.0
69,730000.0,10.8,3019.0,3.0,1.0,3.0,586.0,3589.0,86.0,0.0,2.0
70,1300000.0,11.2,3186.0,2.0,2.0,1.0,244.0,10579.0,12.0,1.0,0.0
71,3700000.0,11.2,3186.0,4.0,3.0,4.0,1572.0,10579.0,12.0,0.0,0.0
72,570500.0,14.0,3047.0,3.0,1.0,1.0,640.0,4294.0,135.0,0.0,1.0
73,2545000.0,5.2,3056.0,5.0,3.0,4.0,957.0,11918.0,4.0,0.0,1.0
74,1100000.0,5.2,3055.0,3.0,1.0,1.0,322.0,7082.0,46.0,0.0,1.0
75,1300000.0,5.9,3055.0,3.0,1.0,2.0,364.0,7082.0,46.0,0.0,1.0
76,1751000.0,10.8,3105.0,4.0,3.0,4.0,646.0,4480.0,54.0,0.0,3.0
77,1052000.0,10.4,3125.0,3.0,1.0,0.0,801.0,5678.0,42.0,0.0,0.0
78,1702000.0,10.4,3125.0,4.0,1.0,1.0,762.0,5678.0,42.0,0.0,0.0
79,775000.0,7.8,3124.0,2.0,2.0,1.0,103.0,8920.0,19.0,2.0,0.0
80,1550000.0,8.7,3162.0,4.0,1.0,2.0,584.0,5051.0,99.0,0.0,0.0
81,820000.0,9.2,3058.0,2.0,1.0,4.0,629.0,3445.0,73.0,0.0,1.0
82,390000.0,20.6,3064.0,3.0,1.0,1.0,301.0,15510.0,84.0,0.0,1.0
83,753000.0,13.9,3108.0,3.0,1.0,1.0,241.0,9028.0,25.0,1.0,3.0
84,977500.0,18.0,3095.0,4.0,2.0,3.0,1004.0,6990.0,125.0,0.0,3.0
85,417500.0,19.6,3076.0,2.0,1.0,1.0,157.0,10926.0,76.0,0.0,1.0
86,445000.0,8.0,3040.0,2.0,1.0,1.0,916.0,9264.0,5.0,1.0,2.0
87,925000.0,9.8,3040.0,3.0,2.0,2.0,544.0,588.0,126.0,0.0,2.0
88,750000.0,12.4,3060.0,4.0,2.0,1.0,613.0,5070.0,29.0,0.0,1.0
89,670000.0,12.4,3060.0,3.0,1.0,3.0,587.0,5070.0,29.0,0.0,1.0
90,680000.0,12.9,3043.0,3.0,1.0,2.0,300.0,3285.0,149.0,0.0,2.0
91,1600000.0,9.2,3146.0,3.0,2.0,1.0,704.0,10412.0,8.0,0.0,0.0
92,820000.0,13.0,3046.0,3.0,2.0,4.0,805.0,8870.0,11.0,0.0,1.0
93,945000.0,12.9,3043.0,4.0,2.0,4.0,474.0,1071.0,132.0,0.0,2.0
94,735000.0,11.2,3046.0,3.0,1.0,1.0,626.0,2606.0,60.0,0.0,1.0
95,1741000.0,4.6,3122.0,3.0,1.0,1.0,383.0,11308.0,22.0,0.0,0.0
96,290000.0,4.6,3122.0,1.0,1.0,1.0,1568.0,11308.0,22.0,1.0,0.0
97,680000.0,12.8,3033.0,3.0,1.0,2.0,558.0,5629.0,21.0,0.0,2.0
98,690000.0,10.4,3042.0,3.0,1.0,2.0,650.0,1119.0,140.0,0.0,2.0
99,1915000.0,11.2,3145.0,3.0,2.0,2.0,700.0,8801.0,30.0,0.0,0.0
100,517000.0,25.9,3754.0,3.0,2.0,4.0,400.0,5812.0,212.0,0.0,1.0
101,1025000.0,4.1,3206.0,2.0,1.0,0.0,123.0,2019.0,113.0,0.0,0.0
102,1150000.0,17.2,3132.0,5.0,2.0,2.0,588.0,6871.0,116.0,0.0,3.0
103,931000.0,14.6,3189.0,3.0,1.0,2.0,313.0,2555.0,59.0,1.0,0.0
104,1550000.0,21.1,3113.0,5.0,3.0,4.0,4221.0,1058.0,285.0,0.0,3.0
105,2730000.0,3.5,3207.0,3.0,1.0,1.0,324.0,8648.0,33.0,0.0,0.0
106,510000.0,12.0,3073.0,3.0,1.0,1.0,178.0,21650.0,0.0,1.0,1.0
107,880000.0,12.0,3073.0,3.0,2.0,3.0,743.0,21650.0,0.0,0.0,1.0
108,1042500.0,2.6,3121.0,2.0,1.0,1.0,80.0,14949.0,3.0,0.0,1.0
109,327000.0,7.4,3185.0,1.0,1.0,1.0,486.0,821.0,223.0,1.0,0.0
110,1820000.0,2.1,3205.0,3.0,1.0,1.0,204.0,5943.0,75.0,0.0,0.0
111,2430000.0,3.3,3141.0,2.0,1.0,2.0,367.0,14887.0,44.0,0.0,0.0
112,346000.0,6.1,3182.0,1.0,1.0,1.0,678.0,13240.0,45.0,1.0,0.0
113,702000.0,12.6,3020.0,2.0,1.0,0.0,611.0,3755.0,26.0,0.0,2.0
114,1300000.0,4.6,3142.0,3.0,1.0,1.0,266.0,7217.0,77.0,0.0,0.0
115,740000.0,14.9,3087.0,3.0,1.0,1.0,591.0,2329.0,82.0,0.0,1.0
116,383000.0,14.7,3030.0,3.0,1.0,2.0,548.0,16166.0,79.0,0.0,2.0
117,1440000.0,6.8,3016.0,4.0,2.0,0.0,240.0,6380.0,37.0,0.0,2.0
118,720000.0,8.9,3016.0,3.0,2.0,2.0,146.0,802.0,179.0,2.0,2.0
119,1275000.0,7.0,3013.0,3.0,1.0,2.0,229.0,6543.0,13.0,0.0,2.0
120,955000.0,2.5,3067.0,3.0,1.0,0.0,183.0,4019.0,89.0,0.0,1.0
121,2800000.0,3.3,3206.0,4.0,3.0,1.0,327.0,3280.0,61.0,0.0,0.0
122,951000.0,21.5,3195.0,3.0,2.0,2.0,553.0,2243.0,254.0,0.0,4.0
123,680000.0,9.5,3034.0,3.0,1.0,1.0,596.0,4502.0,53.0,0.0,2.0
124,540000.0,6.6,3183.0,2.0,1.0,1.0,483.0,2952.0,189.0,1.0,0.0
125,740000.0,13.9,3165.0,3.0,2.0,1.0,258.0,10969.0,1.0,1.0,0.0
126,830000.0,13.9,3165.0,0.0,2.0,2.0,292.0,10969.0,1.0,2.0,0.0
127,874000.0,13.4,3130.0,3.0,2.0,1.0,232.0,4387.0,190.0,0.0,3.0
128,1358000.0,5.2,3056.0,4.0,1.0,1.0,416.0,11918.0,4.0,0.0,1.0
129,1240000.0,10.8,3105.0,4.0,2.0,2.0,602.0,4480.0,54.0,0.0,3.0
130,1270000.0,11.7,3125.0,4.0,2.0,2.0,399.0,5678.0,42.0,2.0,0.0
131,1775000.0,10.4,3125.0,5.0,2.0,3.0,791.0,5678.0,42.0,0.0,0.0
132,361000.0,7.8,3161.0,1.0,1.0,1.0,60.0,6923.0,144.0,1.0,0.0
133,910000.0,17.9,3192.0,3.0,1.0,2.0,541.0,9758.0,90.0,0.0,0.0
134,1209000.0,3.4,3068.0,2.0,1.0,1.0,140.0,2954.0,83.0,0.0,1.0
135,637000.0,9.2,3058.0,3.0,1.0,4.0,498.0,3445.0,73.0,0.0,1.0
136,990000.0,21.8,3089.0,4.0,3.0,2.0,1001.0,4258.0,239.0,0.0,6.0
137,1700000.0,13.9,3108.0,3.0,2.0,2.0,820.0,9028.0,25.0,0.0,3.0
138,545000.0,28.8,3177.0,3.0,1.0,1.0,700.0,3533.0,227.0,0.0,4.0
139,861000.0,18.0,3095.0,4.0,2.0,2.0,781.0,6990.0,125.0,0.0,3.0
140,750000.0,8.0,3040.0,3.0,1.0,1.0,253.0,9264.0,5.0,2.0,2.0
141,1290000.0,8.0,3040.0,3.0,1.0,2.0,605.0,9264.0,5.0,0.0,2.0
142,1245000.0,9.8,3040.0,3.0,1.0,1.0,64.0,588.0,126.0,0.0,2.0
143,610000.0,5.8,3078.0,2.0,1.0,1.0,66.0,2970.0,112.0,0.0,1.0
144,760000.0,6.4,3011.0,2.0,1.0,0.0,130.0,7570.0,32.0,0.0,2.0
145,775000.0,6.4,3011.0,2.0,1.0,2.0,277.0,7570.0,32.0,0.0,2.0
146,1800000.0,9.2,3146.0,3.0,1.0,3.0,732.0,10412.0,8.0,0.0,0.0
147,515500.0,9.4,3081.0,2.0,1.0,1.0,331.0,2674.0,50.0,0.0,3.0
148,1095000.0,15.0,3021.0,4.0,3.0,5.0,654.0,1202.0,153.0,0.0,2.0
149,720000.0,12.8,3033.0,3.0,1.0,2.0,639.0,5629.0,21.0,0.0,2.0
150,1271000.0,4.2,3031.0,3.0,1.0,1.0,284.0,5263.0,40.0,0.0,1.0
151,515000.0,4.2,3031.0,2.0,1.0,1.0,3957.0,5263.0,40.0,1.0,1.0
152,640000.0,9.2,3012.0,2.0,1.0,2.0,206.0,3873.0,38.0,0.0,2.0
153,2400000.0,8.4,3145.0,4.0,2.0,0.0,589.0,8801.0,30.0,0.0,0.0
154,400000.0,29.8,3338.0,3.0,2.0,2.0,800.0,4718.0,158.0,0.0,7.0
155,445000.0,17.9,3082.0,2.0,1.0,1.0,265.0,10529.0,94.0,1.0,1.0
156,900000.0,16.2,3094.0,3.0,1.0,1.0,575.0,3891.0,162.0,0.0,3.0
157,930000.0,26.5,3138.0,3.0,1.0,4.0,905.0,8280.0,193.0,0.0,5.0
158,1385000.0,14.2,3149.0,3.0,1.0,2.0,807.0,13366.0,68.0,0.0,3.0
159,793000.0,8.4,3015.0,2.0,1.0,1.0,144.0,5498.0,16.0,0.0,2.0
160,1195000.0,6.2,3015.0,3.0,2.0,2.0,358.0,5498.0,16.0,0.0,2.0
161,1002500.0,8.4,3015.0,3.0,1.0,2.0,501.0,5498.0,16.0,0.0,2.0
162,1300000.0,10.4,3042.0,2.0,1.0,1.0,650.0,2291.0,47.0,0.0,2.0
163,647000.0,11.5,3046.0,3.0,1.0,2.0,250.0,2651.0,65.0,1.0,1.0
164,651000.0,14.7,3167.0,4.0,2.0,2.0,214.0,3692.0,74.0,0.0,4.0
165,985000.0,9.9,3044.0,4.0,2.0,2.0,511.0,7485.0,9.0,0.0,1.0
166,1100000.0,3.8,3207.0,3.0,1.0,0.0,103.0,8648.0,33.0,0.0,0.0
167,612500.0,12.0,3073.0,3.0,1.0,1.0,170.0,21650.0,0.0,0.0,1.0
168,822500.0,6.6,3011.0,2.0,2.0,1.0,228.0,2417.0,72.0,0.0,2.0
169,965000.0,6.2,3015.0,3.0,1.0,2.0,478.0,1223.0,118.0,0.0,2.0
170,496000.0,18.4,3029.0,4.0,2.0,2.0,448.0,10160.0,205.0,0.0,2.0
171,1257000.0,13.8,3107.0,4.0,3.0,2.0,706.0,5420.0,34.0,0.0,3.0
172,870000.0,13.8,3084.0,3.0,1.0,2.0,698.0,2698.0,97.0,0.0,3.0
173,1367000.0,6.8,3016.0,3.0,1.0,2.0,410.0,6380.0,37.0,0.0,2.0
174,1400000.0,8.0,3016.0,4.0,2.0,4.0,457.0,6380.0,37.0,0.0,2.0
175,1250000.0,7.0,3013.0,3.0,2.0,1.0,249.0,6543.0,13.0,0.0,2.0
176,1876000.0,2.5,3067.0,4.0,2.0,0.0,245.0,4019.0,89.0,0.0,1.0
177,700000.0,10.4,3042.0,3.0,2.0,1.0,239.0,3464.0,56.0,1.0,2.0
178,2905000.0,3.0,3206.0,2.0,1.0,1.0,254.0,3280.0,61.0,0.0,0.0
179,910000.0,5.9,3032.0,3.0,1.0,0.0,317.0,6567.0,24.0,0.0,2.0
180,1060000.0,12.2,3147.0,2.0,1.0,2.0,772.0,2894.0,85.0,0.0,0.0
181,2550000.0,9.7,3103.0,5.0,3.0,2.0,642.0,5682.0,31.0,0.0,0.0
182,1730000.0,17.3,3193.0,4.0,2.0,2.0,675.0,2866.0,201.0,0.0,0.0
183,610000.0,10.8,3019.0,4.0,2.0,1.0,283.0,3589.0,86.0,0.0,2.0
184,1580000.0,10.3,3187.0,4.0,1.0,2.0,890.0,6938.0,15.0,0.0,0.0
185,1700000.0,10.7,3187.0,4.0,3.0,4.0,708.0,6938.0,15.0,0.0,0.0
186,1094000.0,5.2,3056.0,2.0,1.0,2.0,301.0,11918.0,4.0,0.0,1.0
187,995000.0,5.9,3055.0,3.0,1.0,2.0,505.0,7082.0,46.0,0.0,1.0
188,1336000.0,11.8,3105.0,5.0,3.0,3.0,736.0,4480.0,54.0,0.0,3.0
189,1800000.0,7.8,3124.0,3.0,2.0,0.0,584.0,8920.0,19.0,0.0,0.0
190,2250000.0,7.8,3124.0,5.0,5.0,1.0,639.0,8920.0,19.0,0.0,0.0
191,1950000.0,3.5,3054.0,3.0,1.0,1.0,309.0,3106.0,98.0,0.0,1.0
192,1091500.0,8.7,3162.0,2.0,2.0,1.0,225.0,5051.0,99.0,1.0,0.0
193,862500.0,6.7,3058.0,3.0,1.0,2.0,490.0,11204.0,6.0,0.0,1.0
194,1350000.0,23.0,3136.0,6.0,4.0,4.0,4413.0,2985.0,226.0,0.0,3.0
195,1480000.0,13.9,3108.0,4.0,2.0,2.0,656.0,9028.0,25.0,0.0,3.0
196,1868000.0,13.9,3108.0,3.0,2.0,2.0,925.0,9028.0,25.0,0.0,3.0
197,1400000.0,8.5,3185.0,4.0,1.0,1.0,489.0,4898.0,80.0,0.0,0.0
198,664000.0,24.8,3156.0,3.0,2.0,1.0,219.0,10788.0,137.0,2.0,3.0
199,786000.0,13.7,3188.0,2.0,1.0,1.0,162.0,5454.0,23.0,1.0,0.0
200,1405000.0,13.8,3188.0,3.0,2.0,2.0,220.0,5454.0,23.0,2.0,0.0
201,1230000.0,8.9,3084.0,4.0,1.0,2.0,630.0,2890.0,81.0,0.0,3.0
202,2150000.0,9.0,3079.0,3.0,2.0,2.0,1232.0,1554.0,139.0,0.0,3.0
203,986000.0,11.7,3033.0,4.0,1.0,2.0,615.0,5629.0,21.0,0.0,2.0
204,380000.0,14.5,3042.0,2.0,1.0,1.0,161.0,1119.0,140.0,2.0,2.0
205,700000.0,4.2,3031.0,2.0,1.0,3.0,62.0,5263.0,40.0,2.0,1.0
206,2450000.0,5.4,3101.0,4.0,2.0,2.0,399.0,10331.0,14.0,0.0,0.0
207,400000.0,8.7,3032.0,2.0,1.0,2.0,3967.0,4918.0,43.0,1.0,2.0
208,410000.0,31.7,3337.0,3.0,2.0,2.0,740.0,6065.0,222.0,0.0,6.0
209,490000.0,17.9,3082.0,2.0,1.0,2.0,374.0,10529.0,94.0,0.0,1.0
210,1700000.0,8.4,3015.0,1.0,1.0,0.0,622.0,5498.0,16.0,0.0,2.0
211,1410000.0,8.4,3015.0,3.0,2.0,2.0,315.0,5498.0,16.0,0.0,2.0
212,1386000.0,5.3,3070.0,2.0,1.0,0.0,270.0,11364.0,10.0,0.0,1.0
213,860000.0,11.5,3046.0,4.0,2.0,2.0,301.0,2651.0,65.0,0.0,1.0
214,1365000.0,12.3,3166.0,3.0,2.0,2.0,655.0,3224.0,88.0,0.0,0.0
215,960000.0,11.8,3204.0,3.0,2.0,2.0,199.0,3578.0,66.0,1.0,0.0
216,930000.0,9.9,3044.0,4.0,1.0,3.0,746.0,7485.0,9.0,0.0,1.0
217,1121000.0,8.8,3072.0,3.0,2.0,3.0,604.0,14577.0,2.0,0.0,1.0
218,885000.0,11.2,3073.0,4.0,2.0,2.0,508.0,21650.0,0.0,0.0,1.0
219,925000.0,12.0,3073.0,3.0,1.0,2.0,676.0,21650.0,0.0,0.0,1.0
220,355000.0,2.4,3121.0,1.0,1.0,0.0,1082.0,14949.0,3.0,1.0,1.0
221,1050000.0,15.2,3191.0,4.0,2.0,1.0,173.0,4497.0,141.0,2.0,0.0
222,930000.0,2.1,3205.0,2.0,1.0,0.0,115.0,5943.0,75.0,0.0,0.0
223,2800000.0,1.9,3205.0,3.0,2.0,2.0,216.0,5943.0,75.0,0.0,0.0
224,945000.0,2.7,3141.0,2.0,1.0,1.0,708.0,14887.0,44.0,1.0,0.0
225,2050000.0,3.3,3141.0,3.0,2.0,2.0,3197.0,14887.0,44.0,1.0,0.0
226,517500.0,5.0,3182.0,1.0,1.0,0.0,980.0,13240.0,45.0,1.0,0.0
227,430000.0,6.1,3182.0,1.0,1.0,1.0,1409.0,13240.0,45.0,1.0,0.0
228,1280000.0,9.7,3041.0,4.0,2.0,2.0,689.0,3284.0,64.0,0.0,2.0
229,550000.0,11.2,3127.0,2.0,1.0,1.0,174.0,5457.0,20.0,1.0,0.0
230,3625000.0,10.2,3127.0,5.0,3.0,2.0,1011.0,5457.0,20.0,0.0,0.0
231,715000.0,15.5,3038.0,4.0,3.0,2.0,679.0,5336.0,142.0,0.0,2.0
232,751000.0,15.5,3038.0,4.0,2.0,2.0,712.0,5336.0,142.0,0.0,2.0
233,610000.0,15.3,3074.0,3.0,1.0,2.0,544.0,7955.0,119.0,0.0,1.0
234,970000.0,6.5,3071.0,2.0,1.0,3.0,491.0,8870.0,27.0,0.0,1.0
235,1323000.0,14.7,3152.0,4.0,2.0,2.0,551.0,7082.0,143.0,0.0,3.0
236,820000.0,6.4,3078.0,2.0,1.0,1.0,183.0,2211.0,114.0,1.0,1.0
237,710000.0,5.9,3032.0,2.0,1.0,1.0,214.0,6567.0,24.0,0.0,2.0
238,705000.0,10.5,3034.0,3.0,1.0,1.0,581.0,4502.0,53.0,0.0,2.0
239,1750000.0,9.2,3104.0,5.0,3.0,2.0,705.0,7809.0,7.0,0.0,0.0
240,1105000.0,13.0,3204.0,4.0,2.0,1.0,207.0,6795.0,17.0,2.0,0.0
241,1041000.0,13.0,3204.0,4.0,2.0,1.0,292.0,6795.0,17.0,0.0,0.0
242,1200000.0,11.4,3204.0,4.0,2.0,2.0,293.0,6795.0,17.0,2.0,0.0
243,970000.0,13.9,3165.0,3.0,2.0,2.0,267.0,10969.0,1.0,2.0,0.0
244,1291000.0,13.4,3130.0,3.0,2.0,2.0,548.0,4387.0,190.0,0.0,3.0
245,994000.0,10.7,3187.0,2.0,2.0,2.0,539.0,6938.0,15.0,0.0,0.0
246,860000.0,5.2,3056.0,2.0,1.0,0.0,153.0,11918.0,4.0,0.0,1.0
247,522000.0,4.0,3057.0,2.0,1.0,1.0,186.0,5533.0,63.0,1.0,1.0
248,2860000.0,7.8,3124.0,5.0,3.0,4.0,753.0,8920.0,19.0,0.0,0.0
249,780000.0,3.4,3068.0,2.0,1.0,1.0,155.0,2954.0,83.0,0.0,1.0
250,600000.0,24.7,3175.0,5.0,2.0,1.0,608.0,8322.0,166.0,0.0,4.0
251,1810000.0,13.9,3108.0,4.0,2.0,4.0,769.0,9028.0,25.0,0.0,3.0
252,1400000.0,8.0,3040.0,3.0,1.0,1.0,476.0,9264.0,5.0,0.0,2.0
253,1385000.0,8.0,3040.0,3.0,2.0,1.0,619.0,9264.0,5.0,0.0,2.0
254,790000.0,2.1,3065.0,2.0,1.0,2.0,6367.0,5825.0,105.0,1.0,1.0
255,455000.0,5.1,3011.0,2.0,1.0,1.0,43.0,7570.0,32.0,2.0,2.0
256,942000.0,5.1,3011.0,2.0,1.0,1.0,241.0,7570.0,32.0,0.0,2.0
257,1190000.0,16.7,3150.0,4.0,2.0,2.0,653.0,15321.0,93.0,0.0,3.0
258,1750000.0,4.6,3122.0,3.0,1.0,4.0,368.0,11308.0,22.0,0.0,0.0
259,444000.0,8.8,3081.0,2.0,1.0,1.0,94.0,2674.0,50.0,1.0,3.0
260,720000.0,13.0,3166.0,2.0,1.0,2.0,795.0,3145.0,120.0,0.0,0.0
261,750000.0,7.9,3079.0,3.0,1.0,1.0,110.0,5549.0,39.0,2.0,3.0
262,770000.0,12.8,3033.0,3.0,2.0,1.0,331.0,5629.0,21.0,2.0,2.0
263,835000.0,12.8,3033.0,3.0,2.0,2.0,700.0,5629.0,21.0,0.0,2.0
264,438000.0,3.4,3031.0,2.0,1.0,1.0,4267.0,5263.0,40.0,1.0,1.0
265,685500.0,16.3,3075.0,3.0,1.0,1.0,551.0,8279.0,96.0,0.0,1.0
266,1200000.0,9.2,3012.0,3.0,1.0,1.0,589.0,3873.0,38.0,0.0,2.0
267,793000.0,6.4,3012.0,3.0,1.0,2.0,417.0,3873.0,38.0,0.0,2.0
268,3470000.0,7.4,3144.0,4.0,3.0,2.0,585.0,4675.0,91.0,0.0,0.0
269,1370000.0,11.2,3145.0,3.0,2.0,2.0,323.0,8801.0,30.0,2.0,0.0
270,510000.0,8.7,3032.0,2.0,2.0,1.0,176.0,4918.0,43.0,2.0,2.0
271,480000.0,31.7,3337.0,3.0,1.0,2.0,900.0,3600.0,192.0,0.0,7.0
272,2250000.0,4.1,3206.0,3.0,2.0,1.0,148.0,2019.0,113.0,0.0,0.0
273,850000.0,11.2,3042.0,4.0,3.0,2.0,641.0,2291.0,47.0,0.0,2.0
274,1000000.0,5.3,3070.0,3.0,1.0,1.0,188.0,11364.0,10.0,0.0,1.0
275,601000.0,11.5,3046.0,3.0,1.0,2.0,220.0,2651.0,65.0,1.0,1.0
